,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Hotel Lat,Hotel Lng,Hotel Name
460,zhuozhou,32.6881,128.8419,60.89,60,10,0.71,JP,1619446354,,,
461,boralday,-11.7292,-49.0686,78.03,76,100,1.25,BR,1619446354,-11.7337,-49.0808414,Oiti Hotel
462,chumikan,27.9054,-15.4461,71.01,68,75,5.14,ES,1619446355,27.9061325,-15.4468709,Hotel Rural Casa de Los Camellos
463,la palma,62.6323,17.9379,46.4,42,57,6.17,SE,1619446355,62.6339639,17.938693,First Hotel Stadt
464,imbituba,-23.865,35.3833,82.4,69,40,4.12,MZ,1619446298,-23.887821,35.39576,Sentidos Beach Retreat
465,ancud,27.0531,-82.4243,75.99,73,1,4.63,US,1619446355,27.0995915,-82.4588801,Inn at the Beach
466,yagodnoye,65.9811,60.3094,42.85,76,100,7.37,RU,1619446355,,,
467,bolonchen,-20.7333,139.5,78.8,29,100,4.63,AU,1619446356,-20.7262877,139.4907257,Redearth Boutique Hotel
468,lima,11.5936,37.3908,68.34,67,97,3.75,ET,1619446357,11.6038024,37.3796352,Blue Nile Resort Hotel
469,mostovskoy,0.6092,33.4686,75.87,73,45,0.79,UG,1619446358,0.6029846,33.4871918,NV FORT LUGARD RESORT HOTEL
470,namioka,-32.5,137.7667,55.4,88,7,1.54,AU,1619446358,-32.4888567,137.7631795,Majestic Oasis Apartments
471,leshukonskoye,6.4965,2.6036,89.6,70,40,5.66,BJ,1619446358,6.482921999999999,2.6010933,HOTEL AYELAWADJE 2
472,lorengau,-9.8297,-36.7378,84.27,57,100,3.37,BR,1619446359,,,
473,tromso,36.1867,-94.1288,66.99,63,1,4.12,US,1619446151,36.174626,-94.182119,DoubleTree Club by Hilton Hotel Springdale
474,ipojuca,47.1847,38.8462,46.0,87,100,5.81,RU,1619446359,47.2167912,38.8864719,Park-Hotel Malikon
475,pisco,71.6872,128.8694,19.13,95,100,5.25,RU,1619446359,71.6922089,128.871611,Arktika
476,ziyang,52.9999,-122.5029,24.8,80,1,1.49,CA,1619446360,52.963728,-122.4423226,Sandman Hotel Quesnel
477,umzimvubu,35.3501,-80.2001,63.0,51,1,2.57,US,1619446113,35.3443182,-80.1789124,Holiday Inn Express & Suites Albemarle
478,bogovarovo,63.7506,-68.5145,33.8,86,90,2.57,CA,1619446360,63.74742699999999,-68.5106562,Frobisher Inn
479,afyonkarahisar,-26.2023,28.0436,77.0,28,5,1.67,ZA,1619445654,-26.172052,28.064735,The Munro Boutique Hotel
480,hamilton,-21.8019,-54.5464,76.26,51,0,3.15,BR,1619446361,-21.7966272,-54.53920859999999,Gold Hotel
481,flin flon,31.61,34.7642,73.0,44,20,0.89,IL,1619446176,31.6027431,34.7643394,Desert Gat
482,las vegas,-21.6403,-41.0511,82.4,74,40,0.9,BR,1619446362,-21.6235172,-41.0169733,Pousada Rio Sol
483,aykhal,-21.15,149.2,73.4,68,4,6.17,AU,1619446362,-21.1646092,149.1962497,Ocean International Hotel
484,raton,18.3851,42.4509,59.0,88,75,2.06,SA,1619446363,,,
485,sumbawa,-4.05,19.5333,84.18,68,97,1.04,CD,1619446363,,,
486,kozulka,35.1167,25.7178,66.99,59,20,7.2,GR,1619446363,35.1251953,25.7533139,Istron Bay Hotel
487,caravelas,60.9167,-46.05,41.0,75,75,4.12,GL,1619446364,60.9101227,-46.0404289,Igdlo Guesthouse
488,borisoglebskiy,50.0334,-66.8654,42.01,93,90,5.66,CA,1619446135,,,
489,tootsi,54.4333,-124.25,33.94,67,31,1.04,CA,1619446365,54.44223599999999,-124.256975,The View Hotel
490,mujiayingzi,25.5333,-103.25,75.2,23,75,0.33,MX,1619446365,25.5385121,-103.2249742,HOTEL PLAZA MATAMOROS
491,rotterdam,-40.8135,-62.9967,62.17,50,23,6.39,AR,1619446366,-40.805397,-62.989328,Hotel Austral Viedma
492,babanusah,24.6877,46.7219,95.0,14,75,3.09,SA,1619446366,24.7114858,46.6745289,Four Seasons Hotel Riyadh At Kingdom Center
493,sabang,64.0019,44.4451,40.91,89,100,2.71,RU,1619446366,63.9995531,44.4517995,Hotel Pinezhskaya Sloboda
494,saldanha,-10.1667,123.5833,74.28,63,4,3.38,ID,1619446205,-10.1454044,123.6160471,ASTON Kupang Hotel & Convention Center
495,tigil,16.9833,73.3,83.89,74,0,2.48,IN,1619446141,16.9864098,73.30778459999999,Hotel Landmark
496,hualmay,4.375,-7.7169,85.69,67,88,3.16,LR,1619446156,,,
497,tombouctou,14.6937,-17.4441,75.2,73,40,6.17,SN,1619446086,14.694667,-17.4730578,"Radisson Blu Hotel, Dakar Sea Plaza"
498,kuytun,-36.7167,-73.1167,57.2,77,20,4.63,CL,1619446367,-36.7162156,-73.1107007,Hotel Düsseldorf
499,bosaso,-8.4192,20.7447,81.14,56,93,0.71,AO,1619446367,,,
500,kumo,58.6978,81.4825,42.31,91,100,5.04,RU,1619446368,58.7025877,81.4980724,Levkada
501,puerto gaitan,69.3,139.9,17.13,91,100,1.26,RU,1619446368,,,
502,saint-augustin,-22.2763,166.4572,75.99,94,75,3.09,NC,1619446368,-22.3018092,166.446066,Hilton Noumea La Promenade Residences
503,fukue,29.1167,75.1667,95.99,9,0,3.32,IN,1619446368,29.102941,75.14420199999999,Hotel Moti Palace
504,gurupi,44.0361,39.1489,52.83,95,100,4.2,RU,1619446369,44.0772539,39.1382489,Country House V Lesu
505,aguimes,-19.5667,18.1167,79.57,20,0,1.83,,1619446208,-19.5454535,18.0746416,Seidarap
506,harnosand,58.0106,114.2769,31.77,95,100,1.87,RU,1619446369,,,
507,inhambane,-36.6167,-71.8333,53.6,94,75,5.14,CL,1619446372,,,
508,south venice,56.45,138.1667,25.79,92,97,0.87,RU,1619446373,,,
509,verkhnyaya inta,69.4719,25.5112,35.6,75,90,6.17,NO,1619446373,69.4735417,25.5099249,Scandic Karasjok
510,mount isa,-8.145,159.5921,80.6,82,48,2.19,SB,1619446374,-8.1663894,159.6190128,Ghaseali Island Resort
511,bahir dar,50.0,88.6667,33.49,41,22,1.76,RU,1619446374,49.9687785,88.6395965,Fermerskiy Dom v Kosh-Agache
512,iganga,21.4022,-157.7394,73.4,73,75,4.12,US,1619446375,,,
513,port augusta,44.0787,-80.2041,39.0,57,40,3.69,CA,1619446376,44.0910345,-80.1426216,Shelburne Motel
514,porto novo,20.8667,-90.4,80.15,67,33,4.47,MX,1619446376,20.8676459,-90.39656509999999,Playa 55 beach escape
515,lagoa da canoa,-1.6792,29.2228,73.4,56,40,4.12,CD,1619446377,-1.7041852,29.2602825,Lake Kivu Serena Hotel
516,springdale,70.4692,-68.5914,23.0,100,90,2.06,CA,1619446250,70.47231359999999,-68.5887238,Naujaaraaluit – Clyde River Hotel
517,novobessergenevka,34.5828,-117.4092,46.99,78,100,2.68,US,1619446378,34.5796738,-117.4110022,California Inn Hotel and Suites
518,tiksi,28.281,68.4388,101.79,6,0,1.84,PK,1619446379,28.2798422,68.4384315,Al Mairaj Hotel
519,quesnel,-18.9333,48.2,66.25,97,99,2.13,MG,1619446380,-18.9465859,48.2301345,Bezanozano Hotel Moramanga
520,albemarle,62.3153,27.873,41.0,75,90,5.14,FI,1619446381,62.3147539,27.8914671,Hotel Oscar
521,iqaluit,1.2391,23.616,89.74,44,44,2.02,CD,1619446381,,,
522,johannesburg,20.931,-17.0347,75.2,57,0,6.69,MR,1619446381,20.9213625,-17.0426394,HOtel Tasiast
523,rio brilhante,-4.352,152.2633,78.76,81,87,1.2,PG,1619446382,-4.3347139,152.2600435,Gazelle International Hotel
524,gat,32.6333,-16.85,68.0,60,40,4.63,PT,1619446383,32.64173960000001,-16.8298938,Roca Mar Hotel
525,sao joao da barra,40.0444,-111.7321,46.99,87,90,2.57,US,1619446384,40.053761,-111.731598,Quality Inn Payson I-15
526,mackay,-35.1667,173.1667,56.57,81,7,2.6,NZ,1619446385,-35.1809339,173.129338,The Huts
527,faya,55.6059,13.0007,48.99,61,75,0.51,SE,1619446385,55.6076622,12.994153,Clarion Hotel Malmö Live
528,mangai,36.5167,-86.8667,63.0,63,1,2.57,US,1619446386,36.4883809,-86.87864359999999,Hampton Inn Springfield
529,solsvik,47.6833,17.6351,48.2,61,100,3.09,HU,1619446387,47.6694733,17.6486732,Hotel Garzon Plaza
530,pirgos,-16.3575,-46.9061,85.26,47,100,0.81,BR,1619446267,-16.3591881,-46.9015111,Hotel Regente
531,rungata,22.6906,58.5334,96.62,8,30,7.09,OM,1619446388,22.7244987,58.52434150000001,Golden Rays hotel
532,narsaq,-0.9131,122.8766,76.64,81,88,1.37,ID,1619446388,,,
533,port-cartier,-17.5333,-149.3333,75.2,83,20,2.57,PF,1619446389,-17.5395619,-149.3664944,Le Rocher de Tahiti
534,fort saint james,0.15,29.2833,62.22,92,100,1.33,CD,1619446390,0.1333945,29.2889795,Hotel Ivatsiro
535,tumannyy,16.8634,-99.8901,78.8,78,1,2.06,MX,1619446102,16.826175,-99.86206399999999,Hotel Las Brisas Acapulco
536,matamoros,-3.3244,114.591,82.4,78,90,2.57,ID,1619446392,-3.323694,114.6025692,Mercure Banjarmasin
537,viedma,66.5606,67.7975,34.65,99,100,4.17,RU,1619446392,,,
538,riyadh,54.3161,-130.3201,44.6,87,1,1.54,CA,1619446112,54.31610329999999,-130.3245638,Crest Hotel
539,karpogory,41.2835,-70.0995,50.0,57,1,9.26,US,1619446243,41.2902419,-70.1023127,The Beachside on Nantucket
540,kupang,14.5333,20.9167,103.95,5,11,4.92,TD,1619446395,14.5275335,20.9145449,Hôtel Trois Étoiles de Biltine
541,ratnagiri,54.5163,-128.6035,30.2,86,1,0.51,CA,1619446396,54.51286229999999,-128.5451783,Holiday Inn Express & Suites Terrace
542,harper,52.7,115.1667,33.49,88,98,6.54,RU,1619446398,52.69291279999999,115.1897906,"Gostinitsa ""Aleksandriya"""
543,dakar,36.6167,101.7667,49.3,27,34,1.67,CN,1619446398,36.6435,101.721252,Sofitel Xining
544,talcahuano,54.8717,19.9381,42.8,61,40,7.0,RU,1619446398,54.8669562,19.937788,Sshloss Hotel Yantarny
545,lucapa,33.0833,-16.3333,66.2,77,40,7.72,PT,1619446400,33.05057,-16.346786,Hotel Porto Santo & Spa
546,parabel,1.1983,-70.1733,80.06,76,98,1.4,CO,1619446401,,,
547,deputatskiy,1.7471,40.0573,95.0,38,40,0.51,KE,1619446401,1.746813,40.05984309999999,Wajir Guest House
548,noumea,50.5994,97.5228,23.4,88,81,1.41,RU,1619446403,,,
549,bhadra,-2.85,11.0333,85.21,71,95,1.91,GA,1619446403,,,
550,shepsi,59.2816,32.4707,34.18,98,100,2.48,RU,1619446404,59.2923363,32.4488954,Piligrim
551,grootfontein,21.6,96.1333,89.29,45,16,4.0,MM,1619446404,21.596134,96.13735799999999,San palace Hotal
552,balakhninskiy,66.7131,27.4306,35.89,68,100,3.3,FI,1619446405,66.71882599999999,27.4209009,Hotel Uitonniemi
553,coihueco,-34.5833,150.8552,55.0,82,10,0.45,AU,1619446406,-34.5622291,150.8305358,Lakeview Hotel Motel
554,ayan,21.3333,74.5667,91.2,27,73,9.05,IN,1619446406,21.3297435,74.5548062,Sachin hotel
555,karasjok,1.0,-52.0,82.74,72,95,1.3,BR,1619446408,,,
556,buala,49.9333,116.8667,41.14,71,93,5.08,RU,1619446409,,,
557,kosh-agach,60.3725,93.0408,26.2,93,21,1.4,RU,1619446410,60.377474,93.029907,Gostinyy Dvor Estel' Miniotel' V Severo-Yeniseyske
558,kailua,34.388,67.0233,60.98,22,98,1.98,AF,1619446410,,,
559,shelburne,37.6775,-113.0619,51.8,32,75,11.32,US,1619446411,37.654911,-113.079992,Courtyard by Marriott Cedar City
560,celestun,9.56,44.065,72.0,67,80,5.79,SO,1619446411,9.5603523,44.0876168,Maamuus Hotel Hargeisa
561,goma,59.6425,-151.5483,39.99,74,1,2.06,US,1619446412,59.6417846,-151.5363464,Aspen Suites Hotel Homer
562,clyde river,45.5234,-122.6762,48.2,81,90,1.03,US,1619446326,45.5210826,-122.6783237,Hotel Lucia
563,adelanto,54.1502,-115.6855,24.8,63,40,2.57,CA,1619446233,54.1409262,-115.6839955,Travelodge by Wyndham Conference Centre & Suit
564,jacobabad,-20.2833,44.2833,82.18,69,100,4.19,MG,1619446413,-20.3000259,44.2679367,Palissandre Cote Ouest resort & SPA
565,moramanga,54.4815,53.471,51.31,49,99,5.34,RU,1619446413,54.48134719999999,53.4669402,Hotel Devon
566,varkaus,60.4667,166.1,29.86,99,100,1.29,RU,1619446413,,,
567,basoko,16.2833,95.6833,85.06,57,69,4.38,MM,1619446414,16.2961245,95.681029,နွေဦးဝေ တည်းခိုခန်း
568,nouadhibou,43.801,87.6005,59.0,36,0,3.0,CN,1619445975,43.82055700000001,87.60707000000001,JinJiang International Hotel Urumqi
569,kokopo,-2.9248,-39.9167,85.6,62,23,5.08,BR,1619446414,-2.881193,-39.907898,White Wind Resort
